,playerName,playerId,age,country,club,contractStart,contractEnd,grossPW,grossPY,grossPYBonus,contractReleaseClause
303,James Trafford,james-trafford-37539,22,England,Manchester City,2025-07-29,2030-06-30,50000.0,2600000.0,650000.0,0.0
304,Jan Paul van Hecke,jan-paul-van-hecke-36685,25,Netherlands,Brighton,2023-12-15,2027-06-30,50000.0,2600000.0,650000.0,0.0
305,Marc Guéhi,marc-guehi-36720,25,England,Crystal Palace,2021-07-18,2026-06-30,50000.0,2600000.0,650000.0,0.0
306,Konstantinos Mavropanos,konstantinos-mavropanos-35775,27,Greece,West Ham,2023-08-22,2028-06-30,50000.0,2600000.0,650000.0,0.0
307,Jean-Philippe Mateta,jean-philippe-mateta-35609,28,France,Crystal Palace,2024-12-23,2027-06-30,50000.0,2600000.0,650000.0,0.0
308,Jérémy Doku,jeremy-doku-37403,23,Belgium,Manchester City,2023-08-24,2028-06-30,50000.0,2600000.0,650000.0,0.0
309,Lukasz Fabianski,lukasz-fabianski-31155,40,Poland,West Ham,2025-09-10,2026-06-30,50000.0,2600000.0,650000.0,0.0
310,Lucas Perri,lucas-perri-35774,27,Brazil,Leeds,2025-07-26,2029-06-30,50000.0,2600000.0,650000.0,0.0
311,Keane Lewis-Potter,keane-lewis-potter-36944,24,England,Brentford,2025-01-08,2031-06-30,50000.0,2600000.0,650000.0,0.0
312,Joël Veltman,joel-veltman-33618,33,Netherlands,Brighton,2025-01-01,2026-06-30,50000.0,2600000.0,650000.0,0.0
313,Kevin,kevin-37625,22,Brazil,Fulham,2025-09-01,2030-06-30,50000.0,2600000.0,650000.0,0.0
314,Abdukodir Khusanov,abdukodir-khusanov-38046,21,Uzbekistan,Manchester City,2025-01-20,2029-06-30,50000.0,2600000.0,650000.0,0.0
315,Callum Wilson,callum-wilson-33661,33,England,West Ham,2025-08-02,2026-06-30,50000.0,2600000.0,650000.0,0.0
316,Sebastiaan Bornauw,sebastiaan-bornauw-36241,26,Belgium,Leeds,2025-07-01,2029-06-30,45000.0,2340000.0,585000.0,0.0
317,Anton Stach,anton-stach-36114,26,Germany,Leeds,2025-07-22,2029-06-30,45000.0,2340000.0,585000.0,0.0
318,Armando Broja,armando-broja-37144,23,Albania,Burnley,2025-08-08,2030-06-30,45000.0,2340000.0,585000.0,0.0
319,Axel Tuanzebe,axel-tuanzebe-35748,27,Democratic Republic of the Congo,Burnley,2025-07-01,2026-06-30,45000.0,2340000.0,585000.0,0.0
320,Brenden Aaronson,brenden-aaronson-36821,24,United States,Leeds,2022-07-01,2027-06-30,45000.0,2340000.0,585000.0,0.0
321,Calvin Bassey,calvin-bassey-36525,25,Nigeria,Fulham,2023-07-28,2027-06-30,45000.0,2340000.0,585000.0,0.0
322,Crysencio Summerville,crysencio-summerville-37194,23,Netherlands,West Ham,2024-08-03,2029-06-30,45000.0,2340000.0,585000.0,0.0
323,Igor,igor-35833,27,Brazil,West Ham,2025-09-01,2026-06-30,45000.0,2340000.0,585000.0,0.0
324,Iliman Ndiaye,iliman-ndiaye-36591,25,Senegal,Everton,2024-07-03,2029-06-30,45000.0,2340000.0,585000.0,0.0
325,Jacob Bruun Larsen,jacob-bruun-larsen-36057,26,Denmark,Burnley,2025-07-11,2029-06-30,45000.0,2340000.0,585000.0,0.0
326,Jaidon Anthony,jaidon-anthony-36495,25,England,Burnley,2025-07-01,2029-06-30,45000.0,2340000.0,585000.0,0.0
327,Jaka Bijol,jaka-bijol-36196,26,Slovenia,Leeds,2025-07-01,2030-06-30,45000.0,2340000.0,585000.0,0.0
328,Ladislav Krejci,ladislav-krejci-36270,26,Czech Republic,Wolverhampton,2025-08-28,2026-06-30,45000.0,2340000.0,585000.0,0.0
329,Lewis Hall,lewis-hall-38238,20,England,Newcastle,2024-07-01,2026-06-30,45000.0,2340000.0,585000.0,0.0
330,Loum Tchaouna,loum-tchaouna-37872,21,France,Burnley,2025-07-02,2030-06-30,45000.0,2340000.0,585000.0,0.0
331,Mads Hermansen,mads-hermansen-36718,25,Denmark,West Ham,2025-08-09,2030-06-30,45000.0,2340000.0,585000.0,0.0
332,Malo Gusto,malo-gusto-37760,22,France,Chelsea,2023-01-29,2030-06-30,45000.0,2340000.0,585000.0,0.0
333,Marco Bizot,marco-bizot-33307,34,Netherlands,Aston Villa,2025-07-15,2027-06-30,45000.0,2340000.0,585000.0,0.0
334,Myles Lewis-Skelly,myles-lewis-skelly-38986,18,England,Arsenal,2025-06-26,2030-06-30,45000.0,2340000.0,585000.0,0.0
335,Nicolò Savona,nicolo-savona-37699,22,Italy,Nottingham Forest,2025-08-30,2030-06-30,45000.0,2340000.0,780000.0,0.0
336,Quilindschy Hartman,quilindschy-hartman-37209,23,Netherlands,Burnley,2025-07-01,2029-06-30,45000.0,2340000.0,585000.0,0.0
337,Roméo Lavia,romeo-lavia-37992,21,Belgium,Chelsea,2023-08-18,2030-06-30,45000.0,2340000.0,585000.0,0.0
338,Ryan Sessegnon,ryan-sessegnon-36664,25,England,Fulham,2024-07-26,2026-06-30,45000.0,2340000.0,585000.0,0.0
339,Thierno Barry,thierno-barry-37550,22,France,Everton,2025-07-09,2029-06-30,45000.0,2340000.0,585000.0,0.0
340,Tom Heaton,tom-heaton-31517,39,England,Manchester United,2025-06-27,2026-06-30,45000.0,2340000.0,585000.0,0.0
341,Trai Hume,trai-hume-37333,23,Northern Ireland,Sunderland,2025-08-13,2030-06-30,45000.0,2340000.0,585000.0,0.0
342,Kristoffer Ajer,kristoffer-ajer-35902,27,Norway,Brentford,2023-11-21,2028-06-30,40000.0,2080000.0,520000.0,0.0
343,Santiago Bueno,santiago-bueno-36108,26,Uruguay,Wolverhampton,2023-08-31,2028-06-30,40000.0,2080000.0,520000.0,0.0
344,Joe Worrall,joe-worrall-35440,28,England,Burnley,2024-08-22,2028-06-30,40000.0,2080000.0,520000.0,0.0
345,Fábio Carvalho,fabio-carvalho-37498,23,Portugal,Brentford,2024-08-12,2029-06-30,40000.0,2080000.0,520000.0,0.0
346,Elliot Anderson,elliot-anderson-37566,22,England,Nottingham Forest,2024-07-01,2029-06-30,40000.0,2080000.0,520000.0,0.0
347,Djed Spence,djed-spence-36747,25,England,Tottenham,2024-10-17,2029-06-30,40000.0,2080000.0,520000.0,0.0
348,Wilfried Gnonto,wilfried-gnonto-37930,21,Italy,Leeds,2024-08-31,2028-06-30,40000.0,2080000.0,520000.0,0.0
349,Stefan Bajcetic,stefan-bajcetic-38282,20,Spain,Liverpool,2023-01-26,2027-06-30,40000.0,2080000.0,520000.0,0.0
350,Bashir Humphreys,bashir-humphreys-37695,22,England,Burnley,2025-07-01,2026-06-30,40000.0,2080000.0,520000.0,0.0
351,Adam Smith,adam-smith-33357,34,England,Bournemouth,2024-09-12,2026-06-30,40000.0,2080000.0,520000.0,0.0
352,Patrick Dorgu,patrick-dorgu-38286,20,Denmark,Manchester United,2025-02-02,2030-06-30,40000.0,2080000.0,520000.0,0.0
353,James McAtee,james-mcatee-37547,22,England,Nottingham Forest,2025-08-16,2030-06-30,40000.0,2080000.0,520000.0,0.0
354,Yankuba Minteh,yankuba-minteh-38190,21,The Gambia,Brighton,2024-07-01,2029-06-30,40000.0,2080000.0,520000.0,0.0
355,Dário Essugo,dario-essugo-38425,20,Portugal,Chelsea,2025-06-10,2033-06-30,40000.0,2080000.0,520000.0,0.0
356,Joe Rodon,joe-rodon-35725,27,Wales,Leeds,2024-07-02,2028-06-30,40000.0,2080000.0,520000.0,0.0
357,Florentino,florentino-36391,26,Portugal,Burnley,2025-09-01,2026-06-30,40000.0,2080000.0,520000.0,0.0
358,Joël Piroe,joel-piroe-36374,26,Netherlands,Leeds,2023-08-24,2027-06-30,40000.0,2080000.0,520000.0,0.0
359,Wilson Odobert,wilson-odobert-38319,20,France,Tottenham,2024-08-16,2029-06-30,40000.0,2080000.0,520000.0,0.0
360,Charalampos Kostoulas,charalampos-kostoulas-39232,18,Greece,Brighton,2025-07-01,2030-06-30,40000.0,2080000.0,520000.0,0.0
361,Frank Onyeka,frank-onyeka-35796,27,Nigeria,Brentford,2023-08-07,2027-06-30,40000.0,2080000.0,520000.0,0.0
362,Jamaal Lascelles,jamaal-lascelles-34284,31,England,Newcastle,2023-03-08,2026-06-30,40000.0,2080000.0,520000.0,0.0
363,Martin Dubravka,martin-dubravka-32523,36,Slovakia,Burnley,2025-08-07,2026-06-30,40000.0,2080000.0,520000.0,0.0
364,Alex Scott,alex-scott-37854,22,England,Bournemouth,2023-08-10,2028-06-30,40000.0,2080000.0,520000.0,0.0
365,Willy Boly,willy-boly-33272,34,Cote d'Ivoire,Nottingham Forest,2025-06-19,2026-06-30,40000.0,2080000.0,520000.0,0.0
366,Ethan Ampadu,ethan-ampadu-36783,24,Wales,Leeds,2023-07-19,2027-06-30,40000.0,2080000.0,520000.0,0.0
367,Gabriel Gudmundsson,gabriel-gudmundsson-36279,26,Sweden,Leeds,2025-07-08,2029-06-30,40000.0,2080000.0,520000.0,0.0
368,Gabriel Slonina,gabriel-slonina-38122,21,United States,Chelsea,2022-08-02,2028-06-30,40000.0,2080000.0,520000.0,0.0
369,Tyrick Mitchell,tyrick-mitchell-36404,26,England,Crystal Palace,2021-04-13,2027-06-30,40000.0,2080000.0,520000.0,0.0
370,Michael Kayode,michael-kayode-38178,21,Italy,Brentford,2025-07-01,2030-06-30,40000.0,2080000.0,520000.0,0.0
371,Ki-Jana Hoever,ki-jana-hoever-37274,23,Netherlands,Wolverhampton,2023-07-21,2026-06-30,40000.0,2080000.0,520000.0,0.0
372,Noah Sadiki,noah-sadiki-38338,20,Democratic Republic of the Congo,Sunderland,2025-07-04,2030-06-30,40000.0,2080000.0,520000.0,0.0
373,Matt Targett,matt-targett-34960,29,England,Newcastle,2022-07-01,2026-06-30,40000.0,2080000.0,520000.0,0.0
374,John,john-35108,29,Brazil,Nottingham Forest,2025-08-31,2028-06-30,40000.0,2080000.0,520000.0,0.0
375,Tyler Dibling,tyler-dibling-38765,19,England,Everton,2025-08-25,2029-06-30,40000.0,2080000.0,520000.0,0.0
376,Chemsdine Talbi,chemsdine-talbi-38481,20,Morocco,Sunderland,2025-07-09,2030-06-30,40000.0,2080000.0,520000.0,0.0
377,Matz Sels,matz-sels-33660,33,Belgium,Nottingham Forest,2025-07-18,2027-06-30,40000.0,2080000.0,520000.0,0.0
378,Tom Cairney,tom-cairney-33258,34,Scotland,Fulham,2025-07-14,2026-06-30,35000.0,1820000.0,455000.0,0.0
379,Nicolás Domínguez,nicolas-dominguez-35974,27,Argentina,Nottingham Forest,2023-09-01,2028-06-30,35000.0,1820000.0,455000.0,0.0
380,Soungoutou Magassa,soungoutou-magassa-37902,21,France,West Ham,2025-08-29,2031-06-30,35000.0,1820000.0,455000.0,0.0
381,Bart Verbruggen,bart-verbruggen-37486,23,Netherlands,Brighton,2023-07-03,2028-06-30,35000.0,1820000.0,455000.0,0.0
382,Borna Sosa,borna-sosa-35816,27,Croatia,Crystal Palace,2025-07-11,2028-06-30,35000.0,1820000.0,455000.0,0.0
383,Connor Roberts,connor-roberts-34965,29,Wales,Burnley,2021-08-31,2027-06-30,35000.0,1820000.0,455000.0,0.0
384,Max Dowman,max-dowman-40178,15,England,Arsenal,2025-07-01,2026-06-30,35000.0,1820000.0,455000.0,0.0
385,Walter Benítez,walter-benitez-33988,32,Argentina,Crystal Palace,2025-07-01,2026-06-30,35000.0,1820000.0,455000.0,0.0
386,El Hadji Malick Diouf,el-hadji-malick-diouf-38349,20,Senegal,West Ham,2025-07-15,2030-06-30,35000.0,1820000.0,455000.0,0.0
387,Altay Bayındır,altay-bayindir-35899,27,Turkey,Manchester United,2023-09-01,2027-06-30,35000.0,1820000.0,455000.0,0.0
388,Chris Rigg,chris-rigg-39251,18,England,Sunderland,2025-08-28,2030-06-30,35000.0,1820000.0,455000.0,0.0
389,Luis Sinisterra,luis-sinisterra-36328,26,Colombia,Bournemouth,2024-07-01,2026-06-30,35000.0,1820000.0,455000.0,0.0
390,Lukas Nmecha,lukas-nmecha-36143,26,Germany,Leeds,2025-07-01,2027-06-30,35000.0,1820000.0,455000.0,0.0
391,Rico Henry,rico-henry-35619,28,England,Brentford,2022-03-22,2026-06-30,35000.0,1820000.0,455000.0,0.0
392,Andrey Santos,andrey-santos-38110,21,Brazil,Chelsea,2023-01-01,2030-06-30,35000.0,1820000.0,455000.0,0.0
393,Zeki Amdouni,zeki-amdouni-36864,24,Switzerland,Burnley,2023-07-19,2028-06-30,35000.0,1820000.0,455000.0,0.0
394,Romain Faivre,romain-faivre-35990,27,France,Bournemouth,2023-07-13,2028-06-30,35000.0,1820000.0,455000.0,0.0
395,Daniel Ballard,daniel-ballard-36425,25,Northern Ireland,Sunderland,2024-07-24,2028-06-30,35000.0,1820000.0,455000.0,0.0
396,Adam Wharton,adam-wharton-38023,21,England,Crystal Palace,2024-02-01,2029-06-30,35000.0,1820000.0,455000.0,0.0
397,Adrien Truffert,adrien-truffert-37215,23,France,Bournemouth,2025-07-01,2030-06-30,35000.0,1820000.0,455000.0,0.0
398,Cuiabano,cuiabano-37668,22,Brazil,Nottingham Forest,2025-09-01,2029-06-30,35000.0,1820000.0,455000.0,0.0
399,James Justin,james-justin-35849,27,England,Leeds,2025-08-25,2029-06-30,35000.0,1820000.0,455000.0,0.0
400,Marcus Bettinelli,marcus-bettinelli-33748,33,England,Manchester City,2025-06-10,2026-06-30,35000.0,1820000.0,455000.0,0.0
401,Morato,morato-37072,24,Brazil,Nottingham Forest,2024-08-30,2029-06-30,35000.0,1820000.0,455000.0,0.0
402,Jake O'Brien,jake-o-brien-37026,24,Ireland,Everton,2024-07-30,2028-06-30,35000.0,1820000.0,455000.0,0.0
403,Jair Cunha,jair-cunha-38418,20,Brazil,Nottingham Forest,2025-07-11,2030-06-30,35000.0,1820000.0,455000.0,0.0
404,Jacob Murphy,jacob-murphy-34754,30,England,Newcastle,2021-07-07,2027-06-30,35000.0,1820000.0,455000.0,0.0
405,David Møller Wolfe,david-moller-wolfe-37369,23,Norway,Wolverhampton,2025-08-02,2030-06-30,30000.0,1560000.0,390000.0,0.0
406,Lamare Bogarde,lamare-bogarde-37991,21,Netherlands,Aston Villa,2025-04-07,2026-06-30,30000.0,1560000.0,390000.0,0.0
407,Vitaly Janelt,vitaly-janelt-35925,27,Germany,Brentford,2022-04-01,2026-06-30,30000.0,1560000.0,390000.0,0.0
408,Lewis Miley,lewis-miley-38838,19,England,Newcastle,2024-01-29,2029-06-30,30000.0,1560000.0,390000.0,0.0
409,Luis Guilherme,luis-guilherme-38757,19,Brazil,West Ham,2024-07-01,2029-06-30,30000.0,1560000.0,390000.0,0.0
410,Angus Gunn,angus-gunn-35086,29,Scotland,Nottingham Forest,2025-08-06,2026-06-30,30000.0,1560000.0,390000.0,0.0
411,Antoni Milambo,antoni-milambo-38445,20,Netherlands,Brentford,2025-07-03,2030-06-30,30000.0,1560000.0,390000.0,0.0
412,Antonín Kinský,antonin-kinsky-37693,22,Czech Republic,Tottenham,2025-01-05,2031-06-30,30000.0,1560000.0,390000.0,0.0
413,Jayden Bogle,jayden-bogle-36734,25,England,Leeds,2024-07-20,2028-06-30,30000.0,1560000.0,390000.0,0.0
414,Karl Darlow,karl-darlow-33154,34,Wales,Leeds,2023-07-29,2026-06-30,30000.0,1560000.0,390000.0,0.0
415,Yerson Mosquera,yerson-mosquera-37013,24,Colombia,Wolverhampton,2025-03-31,2030-06-30,30000.0,1560000.0,390000.0,0.0
416,James Garner,james-garner-36963,24,England,Everton,2022-09-01,2026-06-30,30000.0,1560000.0,390000.0,0.0
417,Illan Meslier,illan-meslier-36587,25,France,Leeds,2021-08-13,2026-06-30,30000.0,1560000.0,390000.0,0.0
418,Ben Doak,ben-doak-38667,19,Scotland,Bournemouth,2025-08-18,2030-06-30,30000.0,1560000.0,390000.0,0.0
419,Benjamin Lecomte,benjamin-lecomte-33354,34,France,Fulham,2025-07-26,2027-06-30,30000.0,1560000.0,390000.0,0.0
420,Benson Manuel,benson-manuel-35517,28,Angola,Burnley,2023-08-09,2027-06-30,30000.0,1560000.0,390000.0,0.0
421,Mike Tresor,mike-tresor-36308,26,Belgium,Burnley,2024-07-01,2028-06-30,30000.0,1560000.0,390000.0,0.0
422,Chadi Riad,chadi-riad-37789,22,Morocco,Crystal Palace,2024-07-02,2029-06-30,30000.0,1560000.0,390000.0,0.0
423,Robin Roefs,robin-roefs-37638,22,Netherlands,Sunderland,2025-08-01,2030-06-30,30000.0,1560000.0,390000.0,0.0
424,Naouirou Ahamada,naouirou-ahamada-37344,23,France,Crystal Palace,2023-01-31,2026-06-30,30000.0,1560000.0,390000.0,0.0
425,Nathan Collins,nathan-collins-37011,24,Ireland,Brentford,2023-07-04,2029-06-30,30000.0,1560000.0,390000.0,0.0
426,Reiss Nelson,reiss-nelson-36504,25,England,Arsenal,2023-06-06,2027-06-30,30000.0,1560000.0,390000.0,0.0
427,Ethan Pinnock,ethan-pinnock-34118,32,Jamaica,Brentford,2023-05-28,2027-06-30,30000.0,1560000.0,390000.0,0.0
428,Christantus Uche,christantus-uche-37760,22,Nigeria,Crystal Palace,2025-09-01,2026-06-30,30000.0,1560000.0,390000.0,0.0
429,Nico O'Reilly,nico-o-reilly-38432,20,England,Manchester City,2025-09-26,2030-06-30,30000.0,1560000.0,390000.0,0.0
430,Eliezer Mayenda,eliezer-mayenda-38480,20,Spain,Sunderland,2025-08-07,2030-06-30,30000.0,1560000.0,390000.0,0.0
431,Oleksandr Zinchenko,oleksandr-zinchenko-35414,28,Ukraine,Arsenal,2022-07-22,2026-06-30,30000.0,1560000.0,2600000.0,0.0
432,Nathan Patterson,nathan-patterson-37180,23,Scotland,Everton,2022-01-04,2027-06-30,28000.0,1456000.0,364000.0,0.0
433,Boubacar Traoré,boubacar-traore-37123,24,Mali,Wolverhampton,2023-07-01,2027-06-30,27500.0,1430000.0,357500.0,0.0
434,Jordan Beyer,jordan-beyer-36665,25,Germany,Burnley,2023-07-01,2027-06-30,25000.0,1300000.0,325000.0,0.0
435,Jonah Kusi-Asare,jonah-kusi-asare-39267,18,Sweden,Fulham,2025-09-01,2026-06-30,25000.0,1300000.0,325000.0,0.0
436,Mark Travers,mark-travers-36298,26,Ireland,Everton,2025-07-15,2029-06-30,25000.0,1300000.0,325000.0,0.0
437,Ashley Barnes,ashley-barnes-32811,35,England,Burnley,2025-06-27,2026-06-30,25000.0,1300000.0,325000.0,0.0
438,Ao Tanaka,ao-tanaka-36048,26,Japan,Leeds,2024-08-30,2028-06-30,25000.0,1300000.0,325000.0,0.0
439,James Hill,james-hill-37266,23,England,Bournemouth,2022-01-05,2026-06-30,25000.0,1300000.0,325000.0,0.0
440,Rio Ngumoha,rio-ngumoha-39689,17,England,Liverpool,2025-09-25,2028-06-30,25000.0,1300000.0,325000.0,0.0
441,Fer López,fer-lopez-38131,21,Spain,Wolverhampton,2025-07-01,2030-06-30,25000.0,1300000.0,325000.0,0.0
442,Facundo Buonanotte,facundo-buonanotte-38344,20,Argentina,Chelsea,2025-09-01,2026-06-30,25000.0,1300000.0,325000.0,0.0
443,Jaydee Canvot,jaydee-canvot-38927,19,France,Crystal Palace,2025-09-01,2029-06-30,25000.0,1300000.0,325000.0,0.0
444,Rico Lewis,rico-lewis-38312,20,England,Manchester City,2023-08-15,2028-06-30,25000.0,1300000.0,325000.0,0.0
445,Diego León,diego-leon-39175,18,Paraguay,Manchester United,2025-07-05,2026-06-30,25000.0,1300000.0,325000.0,0.0
446,Yegor Yarmolyuk,yegor-yarmolyuk-38047,21,Ukraine,Brentford,2025-05-29,2031-06-30,25000.0,1300000.0,325000.0,0.0
447,Dwight McNeil,dwight-mcneil-36486,25,England,Everton,2022-07-28,2027-06-30,25000.0,1300000.0,325000.0,0.0
448,Julián Araujo,julian-araujo-37116,24,Mexico,Bournemouth,2024-08-13,2029-06-30,25000.0,1300000.0,325000.0,0.0
449,Trey Nyoni,trey-nyoni-39263,18,England,Liverpool,2025-06-30,2026-06-30,25000.0,1300000.0,325000.0,0.0
450,Diego Gómez,diego-gomez-37707,22,Paraguay,Brighton,2025-01-01,2026-06-30,25000.0,1300000.0,325000.0,0.0
451,Tyler Fredricson,tyler-fredricson-38406,20,England,Manchester United,2025-07-01,2026-06-30,25000.0,1300000.0,325000.0,0.0
452,Diego Coppola,diego-coppola-37983,21,Italy,Brighton,2025-07-01,2030-06-30,25000.0,1300000.0,325000.0,0.0
453,Veljko Milosavljevic,veljko-milosavljevic-39261,18,Serbia,Bournemouth,2025-09-01,2030-06-30,25000.0,1300000.0,325000.0,0.0
454,Jorge Cuenca,jorge-cuenca-36481,25,Spain,Fulham,2024-08-03,2028-06-30,25000.0,1300000.0,325000.0,0.0
455,William Osula,william-osula-37837,22,Denmark,Newcastle,2024-08-08,2029-06-30,25000.0,1300000.0,325000.0,0.0
456,Wilson Isidor,wilson-isidor-36765,25,France,Sunderland,2025-02-01,2028-06-30,25000.0,1300000.0,325000.0,0.0
457,Hjalmar Ekdal,hjalmar-ekdal-36089,26,Sweden,Burnley,2023-01-21,2027-06-30,25000.0,1300000.0,325000.0,0.0
