,playerName,playerId,age,country,club,contractStart,contractEnd,grossPW,grossPY,grossPYBonus,contractReleaseClause
458,Hugo Bueno,hugo-bueno-37517,22,Spain,Wolverhampton,2023-11-20,2028-06-30,25000.0,1300000.0,325000.0,0.0
459,Max Weiß,max-weiss-38153,21,Germany,Burnley,2025-07-01,2029-06-30,25000.0,1300000.0,325000.0,0.0
460,Sam Byram,sam-byram-34228,31,England,Leeds,2025-07-08,2026-06-30,25000.0,1300000.0,325000.0,0.0
461,Kota Takai,kota-takai-38234,20,Japan,Tottenham,2025-07-08,2030-06-30,25000.0,1300000.0,325000.0,0.0
462,Gustavo Nunes,gustavo-nunes-38676,19,Brazil,Brentford,2024-08-28,2030-06-30,25000.0,1300000.0,325000.0,0.0
463,Ayden Heaven,ayden-heaven-38982,18,England,Manchester United,2025-02-01,2029-06-30,25000.0,1300000.0,325000.0,0.0
464,Jack Hinshelwood,jack-hinshelwood-38453,20,England,Brighton,2024-04-09,2028-06-30,25000.0,1300000.0,325000.0,0.0
465,Adam Aznou,adam-aznou-38870,19,Morocco,Everton,2025-07-29,2029-06-30,25000.0,1300000.0,325000.0,0.0
466,Rodrigo Gomes,rodrigo-gomes-37809,22,Portugal,Wolverhampton,2024-07-01,2029-06-30,25000.0,1300000.0,325000.0,0.0
467,Kobbie Mainoo,kobbie-mainoo-38461,20,England,Manchester United,2023-02-09,2027-06-30,25000.0,1300000.0,325000.0,0.0
468,Freddie Woodman,freddie-woodman-35493,28,England,Liverpool,2025-07-01,2026-06-30,25000.0,1300000.0,325000.0,0.0
469,Stefanos Tzimas,stefanos-tzimas-38723,19,Greece,Brighton,2025-02-03,2030-06-30,20000.0,1040000.0,260000.0,0.0
470,Lucas Pires,lucas-pires-36974,24,Brazil,Burnley,2024-07-16,2028-06-30,20000.0,1040000.0,260000.0,0.0
471,Luke O'Nien,luke-o-nien-34659,30,England,Sunderland,2025-08-14,2027-06-30,20000.0,1040000.0,260000.0,0.0
472,Jason Steele,jason-steele-33103,35,England,Brighton,2023-11-02,2026-06-30,20000.0,1040000.0,260000.0,0.0
473,Ian Poveda,ian-poveda-36565,25,Colombia,Sunderland,2024-07-24,2027-06-30,20000.0,1040000.0,260000.0,0.0
474,Hannes Delcroix,hannes-delcroix-36219,26,Belgium,Burnley,2023-08-22,2026-06-30,20000.0,1040000.0,260000.0,0.0
475,Eli Junior Kroupi,eli-junior-kroupi-38891,19,France,Bournemouth,2025-02-03,2030-06-30,20000.0,1040000.0,260000.0,0.0
476,Oliver Scarles,oliver-scarles-38698,19,England,West Ham,2025-01-01,2028-06-30,20000.0,1040000.0,260000.0,0.0
477,Dennis Cirkin,dennis-cirkin-37352,23,England,Sunderland,2023-06-17,2026-06-30,20000.0,1040000.0,260000.0,0.0
478,Daniel Bentley,daniel-bentley-34163,32,England,Wolverhampton,2024-09-17,2027-06-30,20000.0,1040000.0,260000.0,0.0
479,Carlos Alcaraz,carlos-alcaraz-37590,22,Argentina,Everton,2025-07-01,2027-06-30,20000.0,1040000.0,260000.0,0.0
480,Sasa Kalajdzic,sasa-kalajdzic-35618,28,Austria,Wolverhampton,2022-08-31,2027-06-30,20000.0,1040000.0,260000.0,0.0
481,Sepp van den Berg,sepp-van-den-berg-37245,23,Netherlands,Brentford,2024-08-22,2029-06-30,20000.0,1040000.0,260000.0,0.0
482,Tim Iroegbunam,tim-iroegbunam-37802,22,England,Everton,2024-07-01,2027-06-30,20000.0,1040000.0,260000.0,0.0
483,Anthony Patterson,anthony-patterson-36656,25,England,Sunderland,2023-09-22,2028-06-30,20000.0,1040000.0,260000.0,0.0
484,Tom Watson,tom-watson-38815,19,England,Brighton,2025-07-01,2029-06-30,20000.0,1040000.0,260000.0,0.0
485,Zian Flemming,zian-flemming-36008,27,Netherlands,Burnley,2025-07-01,2029-06-30,20000.0,1040000.0,260000.0,0.0
486,Justin Devenny,justin-devenny-37905,21,Northern Ireland,Crystal Palace,2025-01-14,2027-06-30,20000.0,1040000.0,260000.0,0.0
487,Julio Soler,julio-soler-38399,20,Argentina,Bournemouth,2025-01-07,2026-06-30,20000.0,1040000.0,260000.0,0.0
488,Josh Laurent,josh-laurent-34825,30,England,Burnley,2024-08-30,2026-06-30,20000.0,1040000.0,260000.0,0.0
489,Josh King,josh-king-39085,18,England,Fulham,2025-07-17,2029-06-30,20000.0,1040000.0,260000.0,0.0
490,Álex Jiménez,alex-jimenez-38480,20,Spain,Bournemouth,2025-09-01,2026-06-30,18000.0,936000.0,312000.0,0.0
491,Merlin Röhl,merlin-rohl-37442,23,Germany,Everton,2025-09-01,2026-06-30,15500.0,806000.0,201500.0,0.0
492,Callum Marshall,callum-marshall-38319,20,Northern Ireland,West Ham,2025-07-01,2027-06-30,15000.0,780000.0,195000.0,0.0
493,Mark Gillespie,mark-gillespie-33690,33,England,Newcastle,2025-06-06,2026-06-30,15000.0,780000.0,195000.0,0.0
494,Ilia Gruev,ilia-gruev-36652,25,Bulgaria,Leeds,2023-08-31,2027-06-30,15000.0,780000.0,195000.0,0.0
495,Tom King,tom-king-34767,30,Wales,Everton,2025-08-15,2027-06-30,15000.0,780000.0,195000.0,0.0
496,Tom McGill,tom-mcgill-36610,25,Canada,Brighton,2025-05-08,2027-06-30,15000.0,780000.0,195000.0,0.0
497,Andy Irving,andy-irving-36659,25,Scotland,West Ham,2023-08-31,2026-06-30,15000.0,780000.0,195000.0,0.0
498,Simon Moore,simon-moore-33012,35,England,Sunderland,2024-07-01,2026-06-30,15000.0,780000.0,195000.0,0.0
499,Enso González,enso-gonzalez-38372,20,Paraguay,Wolverhampton,2023-08-31,2029-06-30,15000.0,780000.0,195000.0,0.0
500,Yunus Emre Konak,yunus-emre-konak-38727,19,Turkey,Brentford,2024-01-11,2029-06-30,15000.0,780000.0,195000.0,0.0
501,David Datro Fofana,david-datro-fofana-37612,22,Cote d'Ivoire,Chelsea,2023-01-01,2029-06-30,15000.0,780000.0,195000.0,0.0
502,Andrés García,andres-garcia-37659,22,Spain,Aston Villa,2025-01-21,2026-06-30,15000.0,780000.0,195000.0,0.0
503,Curtis Jones,curtis-jones-36921,24,England,Liverpool,2022-11-17,2027-06-30,15000.0,780000.0,195000.0,0.0
504,Chido Obi,chido-obi-39415,17,Denmark,Manchester United,2025-07-01,2026-06-30,15000.0,780000.0,195000.0,0.0
505,Wes Foderingham,wes-foderingham-33252,34,England,West Ham,2024-07-01,2026-06-30,15000.0,780000.0,195000.0,0.0
506,Blondy Nna Noukeu,blondy-nna-noukeu-37151,23,Cameroon,Sunderland,2024-08-02,2026-06-30,15000.0,780000.0,195000.0,0.0
507,Dan Neil,dan-neil-37225,23,England,Sunderland,2023-03-21,2026-06-30,15000.0,780000.0,195000.0,0.0
508,Enes Ünal,enes-unal-35560,28,Turkey,Bournemouth,2024-07-01,2028-06-30,15000.0,780000.0,195000.0,0.0
509,Harrison Ashby,harrison-ashby-37209,23,Scotland,Newcastle,2023-01-31,2026-06-30,15000.0,780000.0,195000.0,0.0
510,Aji Alese,aji-alese-36908,24,England,Sunderland,2024-03-22,2027-06-30,15000.0,780000.0,195000.0,0.0
511,Freddie Potts,freddie-potts-37876,21,England,West Ham,2025-07-01,2029-06-30,15000.0,780000.0,195000.0,0.0
512,Omar Richards,omar-richards-35841,27,England,Nottingham Forest,2022-07-10,2026-06-30,15000.0,780000.0,195000.0,0.0
513,John Ruddy,john-ruddy-31709,38,England,Newcastle,2024-07-01,2026-06-30,15000.0,780000.0,195000.0,0.0
514,Dane Scarlett,dane-scarlett-38070,21,England,Tottenham,2023-08-31,2027-06-30,15000.0,780000.0,195000.0,0.0
515,Timothée Pembélé,timothee-pembele-37508,22,France,Sunderland,2023-09-01,2028-06-30,15000.0,780000.0,195000.0,0.0
516,Samuel Iling-Junior,samuel-iling-junior-37898,21,England,Aston Villa,2024-07-01,2026-06-30,15000.0,780000.0,195000.0,0.0
517,Romain Esse,romain-esse-38485,20,England,Crystal Palace,2025-01-18,2030-06-30,15000.0,780000.0,195000.0,0.0
518,George Earthy,george-earthy-38235,20,England,West Ham,2025-07-01,2026-06-30,15000.0,780000.0,195000.0,0.0
519,Romelle Donovan,romelle-donovan-39051,18,England,Brentford,2025-07-01,2030-06-30,15000.0,780000.0,195000.0,0.0
520,Brandon Austin,brandon-austin-36168,26,England,Tottenham,2024-05-28,2029-06-30,15000.0,780000.0,195000.0,0.0
521,Calvin Ramsay,calvin-ramsay-37833,22,Scotland,Liverpool,2022-07-01,2027-06-30,15000.0,780000.0,195000.0,0.0
522,Zach Abbott,zach-abbott-38850,19,England,Nottingham Forest,2025-07-23,2029-06-30,12500.0,650000.0,162500.0,0.0
523,Remi Matthews,remi-matthews-34375,31,England,Crystal Palace,2025-06-05,2027-06-30,12500.0,650000.0,162500.0,0.0
524,Carlos Baleba,carlos-baleba-37989,21,Cameroon,Brighton,2023-08-29,2028-06-30,12500.0,650000.0,162500.0,0.0
525,Caleb Kporha,caleb-kporha-38913,19,England,Crystal Palace,2025-04-09,2029-06-30,12500.0,650000.0,162500.0,0.0
526,Václav Hladký,vaclav-hladky-33191,34,Czech Republic,Burnley,2024-07-19,2026-06-30,12000.0,624000.0,156000.0,0.0
527,Callan McKenna,callan-mckenna-39073,18,Scotland,Bournemouth,2025-07-01,2026-06-30,12000.0,624000.0,156000.0,0.0
528,Kevin Schade,kevin-schade-37222,23,Germany,Brentford,2023-07-01,2028-06-30,10000.0,520000.0,130000.0,0.0
529,Jaydon Banel,jaydon-banel-38279,20,Netherlands,Burnley,2025-02-03,2029-06-30,10000.0,520000.0,130000.0,0.0
530,Abdoullah Ba,abdoullah-ba-37833,22,France,Sunderland,2022-08-31,2027-06-30,10000.0,520000.0,130000.0,0.0
531,Romaine Mundle,romaine-mundle-37735,22,England,Sunderland,2024-02-01,2028-06-30,10000.0,520000.0,130000.0,0.0
532,Hákon Rafn Valdimarsson,hakon-rafn-valdimarsson-37177,23,Iceland,Brentford,2024-01-26,2028-06-30,10000.0,520000.0,130000.0,0.0
533,Oliver Sonne,oliver-sonne-36840,24,Peru,Burnley,2025-01-01,2029-06-30,10000.0,520000.0,130000.0,0.0
534,Remy Rees-Dottin,remy-rees-dottin-38782,19,England,Bournemouth,2025-07-07,2026-06-30,10000.0,520000.0,130000.0,0.0
535,Leo Fuhr Hjelde,leo-fuhr-hjelde-37859,22,Norway,Sunderland,2024-01-30,2028-06-30,10000.0,520000.0,130000.0,0.0
536,Nathan Fraser,nathan-fraser-38405,20,Ireland,Wolverhampton,2024-07-05,2028-06-30,10000.0,520000.0,130000.0,0.0
537,Alex Cairns,alex-cairns-33973,32,England,Leeds,2024-07-08,2026-06-30,10000.0,520000.0,130000.0,0.0
538,Rhys Williams,rhys-williams-36925,24,England,Liverpool,2021-08-31,2026-06-30,10000.0,520000.0,130000.0,0.0
539,Ellery Balcombe,ellery-balcombe-36448,25,England,Brentford,2018-07-01,2027-06-30,10000.0,520000.0,130000.0,0.0
540,Jay Matete,jay-matete-36933,24,England,Sunderland,2022-01-31,2026-06-30,10000.0,520000.0,130000.0,0.0
541,Issa Kabore,issa-kabore-37023,24,Burkina Faso,Manchester City,2020-07-29,2027-06-30,10000.0,520000.0,130000.0,0.0
542,Jesurun Rak-Sakyi,jesurun-rak-sakyi-37534,22,England,Crystal Palace,2022-08-11,2027-06-30,10000.0,520000.0,130000.0,0.0
543,Tawanda Chirewa,tawanda-chirewa-37906,21,Zimbabwe,Wolverhampton,2024-08-26,2027-06-30,10000.0,520000.0,130000.0,0.0
544,Luke Harris,luke-harris-38415,20,Wales,Fulham,2024-07-01,2026-06-30,10000.0,520000.0,130000.0,0.0
545,Joe Anderson,joe-anderson-36928,24,England,Sunderland,2023-01-31,2026-06-30,8000.0,416000.0,104000.0,0.0
546,Enock Agyei,enock-agyei-38365,20,Belgium,Burnley,2024-07-01,2027-06-30,8000.0,416000.0,104000.0,0.0
547,Sam Chambers,sam-chambers-39312,18,Scotland,Leeds,2025-03-10,2028-06-30,8000.0,416000.0,104000.0,0.0
548,Matheus França,matheus-franca-38078,21,Brazil,Crystal Palace,2023-08-05,2028-06-30,8000.0,416000.0,104000.0,0.0
549,Mateus Mané,mateus-mane-39341,17,England,Wolverhampton,2025-07-01,2027-06-30,8000.0,416000.0,104000.0,0.0
550,Julian Eyestone,julian-eyestone-38828,19,United States,Brentford,2025-07-04,2031-06-30,8000.0,416000.0,104000.0,0.0
551,Alex Murphy,alex-murphy-38163,21,Ireland,Newcastle,2024-07-01,2028-06-30,8000.0,416000.0,104000.0,0.0
552,Yasin Ayari,yasin-ayari-37900,21,Sweden,Brighton,2023-01-30,2027-06-30,8000.0,416000.0,104000.0,0.0
553,Nigel Lonwijk,nigel-lonwijk-37556,22,Suriname,Wolverhampton,2020-01-24,2026-06-30,8000.0,416000.0,104000.0,0.0
554,Owen Bevan,owen-bevan-37920,21,Wales,Bournemouth,2024-06-26,2028-06-30,8000.0,416000.0,104000.0,0.0
555,Will Dennis,will-dennis-36717,25,England,Bournemouth,2025-02-05,2028-06-30,8000.0,416000.0,104000.0,0.0
556,Ahmed Abdullahi,ahmed-abdullahi-38157,21,Nigeria,Sunderland,2024-08-30,2028-06-30,8000.0,416000.0,104000.0,0.0
557,Dexter Lembikisa,dexter-lembikisa-37929,21,Jamaica,Wolverhampton,2020-07-01,2026-06-30,8000.0,416000.0,104000.0,0.0
558,Benjamin Arthur,benjamin-arthur-38634,19,England,Brentford,2025-07-04,2031-06-30,8000.0,416000.0,104000.0,0.0
559,Lewis Dobbin,lewis-dobbin-37624,22,England,Aston Villa,2024-07-01,2026-06-30,7500.0,390000.0,97500.0,0.0
560,Tayo Adaramola,tayo-adaramola-37939,21,Ireland,Crystal Palace,2020-07-01,2026-06-30,7500.0,390000.0,97500.0,0.0
561,Tyrique George,tyrique-george-38752,19,England,Chelsea,2024-12-18,2027-06-30,7500.0,390000.0,97500.0,0.0
562,Matthew Cox,matthew-cox-37743,22,England,Brentford,2022-07-08,2028-06-30,7000.0,364000.0,91000.0,0.0
563,Harrison Jones,harrison-jones-38346,20,England,Sunderland,2024-12-23,2026-06-30,5000.0,260000.0,65000.0,0.0
564,Ethan Wheatley,ethan-wheatley-38737,19,England,Manchester United,2025-03-06,2028-06-30,5000.0,260000.0,65000.0,0.0
565,Myles Peart-Harris,myles-peart-harris-37517,22,Jamaica,Brentford,2021-07-23,2026-06-30,5000.0,260000.0,65000.0,0.0
566,Rio Cardines,rio-cardines-38899,19,Trinidad and Tobago,Crystal Palace,2025-07-01,2026-06-30,5000.0,260000.0,65000.0,0.0
567,Milan Aleksic,milan-aleksic-38594,20,Serbia,Sunderland,2024-08-30,2028-06-30,5000.0,260000.0,65000.0,0.0
568,Josh Acheampong,josh-acheampong-38842,19,England,Chelsea,2024-12-18,2029-06-30,5000.0,260000.0,65000.0,0.0
569,Ashley Phillips,ashley-phillips-38529,20,England,Tottenham,2023-08-05,2028-06-30,5000.0,260000.0,65000.0,0.0
570,Zak Johnson,zak-johnson-38497,20,England,Sunderland,2025-06-01,2026-06-30,5000.0,260000.0,65000.0,0.0
571,Tyler Bindon,tyler-bindon-38379,20,New Zealand,Nottingham Forest,2025-02-02,2028-06-30,5000.0,260000.0,65000.0,0.0
572,Joe Gauci,joe-gauci-36711,24,Australia,Aston Villa,2024-02-01,2028-06-30,5000.0,260000.0,65000.0,0.0
573,Joe Hugill,joe-hugill-37913,21,England,Manchester United,2020-07-01,2026-06-30,5000.0,260000.0,65000.0,0.0
574,Joe Whitworth,joe-whitworth-38046,21,England,Crystal Palace,2023-01-11,2027-06-30,5000.0,260000.0,65000.0,0.0
575,Leo Castledine,leo-castledine-38584,20,England,Chelsea,2020-03-11,2027-06-30,5000.0,260000.0,65000.0,0.0
576,Kaden Rodney,kaden-rodney-38267,20,England,Crystal Palace,2024-07-01,2026-06-30,5000.0,260000.0,65000.0,0.0
577,Oliver Pimlott,oliver-pimlott-39179,18,England,Burnley,2025-07-01,2027-06-30,5000.0,260000.0,65000.0,0.0
578,Nazarii Rusyn,nazarii-rusyn-36093,26,Ukraine,Sunderland,2023-09-01,2027-06-30,4500.0,234000.0,58500.0,0.0
579,Matai Akinmboni,matai-akinmboni-39007,18,United States,Bournemouth,2025-01-03,2026-06-30,4000.0,208000.0,52000.0,0.0
580,Mahamadou Susoho,mahamadou-susoho-38372,20,Spain,Manchester City,2023-07-01,2026-06-30,3500.0,182000.0,45500.0,0.0
581,Paris Maghoma,paris-maghoma-37019,24,England,Brentford,2024-08-02,2027-06-30,3000.0,156000.0,39000.0,0.0
582,Daniel Gore,daniel-gore-38256,20,England,Manchester United,2023-07-01,2026-06-30,3000.0,156000.0,39000.0,0.0
583,Amario Cozier-Duberry,amario-cozier-duberry-38501,20,England,Brighton,2024-07-07,2028-06-30,3000.0,156000.0,39000.0,0.0
584,Will Lankshear,will-lankshear-38462,20,England,Tottenham,2023-07-01,2029-06-30,2500.0,130000.0,32500.0,0.0
585,Jimmy-Jay Morgan,jimmy-jay-morgan-38738,19,England,Chelsea,2023-02-10,2027-06-30,2500.0,130000.0,32500.0,0.0
586,Min-hyeok Yang,min-hyeok-yang-38823,19,South Korea,Tottenham,2025-01-01,2026-06-30,2500.0,130000.0,32500.0,0.0
587,Finley Burns,finley-burns-37789,22,England,Manchester City,2020-07-01,2027-06-30,2500.0,130000.0,32500.0,0.0
588,Will Dickson,will-dickson-38316,20,England,Manchester City,2021-07-01,2027-06-30,1800.0,93600.0,23400.0,0.0
589,Kamari Doyle,kamari-doyle-38565,20,England,Brighton,2024-01-26,2026-06-30,1500.0,78000.0,19500.0,0.0
590,Joe White,joe-white-37530,22,England,Newcastle,2023-07-01,2026-06-30,1500.0,78000.0,19500.0,0.0
591,Harry Tyrer,harry-tyrer-37231,23,England,Everton,2024-07-01,2026-06-30,1500.0,78000.0,19500.0,0.0
592,Francis Okoronkwo,francis-okoronkwo-38248,20,England,Everton,2021-09-20,2026-06-30,1000.0,52000.0,13000.0,0.0
593,Owen Goodman,owen-goodman-37952,21,England,Crystal Palace,2022-07-01,2026-06-30,1000.0,52000.0,13000.0,0.0
594,Lyle Foster,lyle-foster-36772,24,South Africa,Burnley,2023-10-26,2028-06-30,769.0,40000.0,10000.0,0.0
595,Hannibal,hannibal-37642,22,Tunisia,Burnley,2024-08-28,2028-06-30,577.0,30000.0,7500.0,0.0
596,Edson Álvarez,edson-alvarez-35727,27,Mexico,West Ham,2023-08-10,2028-06-30,,,,0.0
597,Evan Ferguson,evan-ferguson-38279,20,Ireland,Brighton,2023-11-10,2029-06-30,,,,0.0
598,Jota Silva,jota-silva-36373,26,Portugal,Nottingham Forest,2024-08-01,2028-06-30,,,,0.0
599,Tommy Doyle,tommy-doyle-37181,23,England,Wolverhampton,2024-07-01,2028-06-30,,,,0.0
600,Josh Wilson-Esbrand,josh-wilson-esbrand-37616,22,England,Manchester City,2023-01-01,2027-06-30,,,,0.0
601,Andrew Moran,andrew-moran-37909,21,Ireland,Brighton,2025-07-01,2028-06-30,,,,0.0
602,Konstantinos Tsimikas,konstantinos-tsimikas-35197,29,Greece,Liverpool,2023-09-25,2027-06-30,,,,0.0
603,Toby Collyer,toby-collyer-37989,21,England,Manchester United,2024-07-11,2027-06-30,,,,0.0
604,André Onana,andre-onana-35157,29,Cameroon,Manchester United,2023-07-20,2028-06-30,,,,0.0
605,Claudio Echeverri,claudio-echeverri-38719,19,Argentina,Manchester City,2024-01-25,2028-06-30,,,,0.0
606,Malick Yalcouyé,malick-yalcouye-38674,19,Cote d'Ivoire,Brighton,2024-07-12,2029-06-30,,,,0.0
607,Marcus Rashford,marcus-rashford-35734,27,England,Manchester United,2023-07-18,2028-06-30,,,,0.0
608,Joe Gelhardt,joe-gelhardt-37380,23,England,Leeds,2022-08-02,2027-06-30,,,,0.0
609,Alfie Devine,alfie-devine-38200,20,England,Tottenham,2024-07-01,2027-06-30,,,,0.0
610,Steven Benda,steven-benda-36069,26,Germany,Fulham,2023-08-30,2026-06-30,,,,0.0
611,Aarón Anselmino,aaron-anselmino-38471,20,Argentina,Chelsea,2024-08-08,2031-06-30,,,,0.0
612,Harry Amass,harry-amass-39157,18,England,Manchester United,2024-07-01,2027-06-30,,,,0.0
613,Eiran Cashin,eiran-cashin-37204,23,Ireland,Brighton,2025-01-31,2030-06-30,,,,0.0
614,Kosta Nedeljkovic,kosta-nedeljkovic-38702,19,Serbia,Aston Villa,2024-01-22,2029-06-30,,,,0.0
615,Leon Bailey,leon-bailey-35651,27,Jamaica,Aston Villa,2024-02-12,2027-06-30,,,,0.0
616,Caleb Wiley,caleb-wiley-38343,20,United States,Chelsea,2024-07-22,2030-06-30,,,,0.0
617,Ryan Trevitt,ryan-trevitt-37692,22,England,Brentford,2023-07-14,2026-06-30,,,,0.0
618,Carl Rushworth,carl-rushworth-37074,23,England,Brighton,2023-07-31,2027-06-30,,,,0.0
619,Kaelan Casey,kaelan-casey-38288,20,England,West Ham,2023-08-15,2026-06-30,,,,0.0
